"female","cg","sc","hsg","mw","so","we","ne","exp1","exp2","exp3","wage"
0,0,0,1,0,0,0,1,6,0.36,0.216,5.7
0,1,0,0,0,0,0,1,2,0.04,0.008,17.8125
1,0,0,1,0,0,0,1,10,1,1,8.19375
0,0,1,0,0,0,0,1,11.5,1.3225,1.520875,9.975
1,0,1,0,0,0,0,1,27.5,7.5625,20.796875,12.9734375
0,1,0,0,0,0,0,1,2,0.04,0.008,8.14285714285714
0,0,0,1,0,0,0,1,7,0.49,0.343,13.68
0,0,0,1,0,0,0,1,18,3.24,5.832,19.4318181818182
0,0,1,0,0,0,0,1,8.5,0.7225,0.614125,15.186225
1,1,0,0,0,0,0,1,23,5.29,12.167,14.60625
1,1,0,0,0,0,0,1,2,0.04,0.008,14.25
0,0,0,1,0,0,0,1,34,11.56,39.304,10.6875
0,0,0,1,0,0,0,1,21,4.41,9.261,22.0875
0,0,1,0,0,0,0,1,27,7.29,19.683,34.77
0,1,0,0,0,0,0,1,26,6.76,17.576,35.1975
0,1,0,0,0,0,0,1,14,1.96,2.744,19.59375
1,0,1,0,0,0,0,1,6.5,0.4225,0.274625,51.8181818181818
0,0,1,0,0,0,0,1,5,0.25,0.125,23.15625
0,0,1,0,0,0,0,1,5.5,0.3025,0.166375,24.9375
0,0,1,0,0,0,0,1,16.5,2.7225,4.492125,12.2142857142857
0,0,0,1,0,0,0,1,33,10.89,35.937,17.4166666666667
0,0,0,1,0,0,0,1,21,4.41,9.261,17.4166666666667
0,1,0,0,0,0,0,1,2,0.04,0.008,21.375
0,0,0,1,0,0,0,1,11,1.21,1.331,8.90625
0,0,0,1,0,0,0,1,12,1.44,1.728,8.19375
0,1,0,0,0,0,0,1,9,0.81,0.729,26.9166666666667
0,1,0,0,0,0,0,1,8,0.64,0.512,23.15625
0,0,1,0,0,0,0,1,13.5,1.8225,2.460375,11.0833333333333
0,0,0,1,0,0,0,1,6,0.36,0.216,9.2625
0,0,0,1,0,0,0,1,31,9.61,29.791,21.375
1,0,1,0,0,0,0,1,22,4.84,10.648,14.25
0,0,0,1,0,0,0,1,16,2.56,4.096,17.8125
0,1,0,0,0,0,0,1,20,4,8,14.25
0,0,1,0,0,0,0,1,14.5,2.1025,3.048625,18.525
1,1,0,0,0,0,0,1,4,0.16,0.064,16.03125
1,1,0,0,0,0,0,1,3,0.09,0.027,14.25
0,0,0,1,0,0,0,1,7,0.49,0.343,10.3636363636364
1,1,0,0,0,0,0,1,5,0.25,0.125,13.4357142857143
0,0,0,1,0,0,0,1,33,10.89,35.937,14.9625
0,1,0,0,0,0,0,1,3,0.09,0.027,23.2932692307692
1,1,0,0,0,0,0,1,4,0.16,0.064,57
1,0,0,1,0,0,0,1,7,0.49,0.343,8.90625
0,0,0,1,0,0,0,1,25,6.25,15.625,23.86875
0,0,1,0,0,0,0,1,5.5,0.3025,0.166375,16.03125
0,0,1,0,0,0,0,1,4,0.16,0.064,14.82
1,0,0,1,0,0,0,1,19,3.61,6.859,19.4318181818182
0,0,0,1,0,0,0,1,13,1.69,2.197,14.25
0,0,0,1,0,0,0,1,9,0.81,0.729,15.675
0,0,0,1,0,0,0,1,10,1,1,12.6666666666667
1,0,0,1,0,0,0,1,11,1.21,1.331,9.81666666666667
1,0,0,1,0,0,0,1,26,6.76,17.576,8.55
1,0,1,0,0,0,0,1,23.5,5.5225,12.977875,16.74375
0,1,0,0,0,0,0,1,16,2.56,4.096,14.25
0,1,0,0,0,0,0,1,2,0.04,0.008,14.9625
0,0,0,1,0,0,0,1,24,5.76,13.824,24.9375
0,1,0,0,0,0,0,1,13,1.69,2.197,15.45
0,1,0,0,0,0,0,1,11,1.21,1.331,17.8125
0,0,1,0,0,0,0,1,12,1.44,1.728,7.8375
1,1,0,0,0,0,0,1,2,0.04,0.008,15.4375
0,1,0,0,0,0,0,1,4,0.16,0.064,15.3461538461538
0,1,0,0,0,0,0,1,13,1.69,2.197,28.5
0,1,0,0,0,0,0,1,6,0.36,0.216,7.125
0,1,0,0,0,0,0,1,24,5.76,13.824,12.46875
0,1,0,0,0,0,0,1,5,0.25,0.125,18.267075
1,0,1,0,0,0,0,1,5.5,0.3025,0.166375,6.10714285714286
0,0,1,0,0,0,0,1,5,0.25,0.125,17.7333333333333
0,0,0,1,0,0,0,1,35,12.25,42.875,12.46875
0,0,1,0,0,0,0,1,6,0.36,0.216,6.76875
0,0,1,0,0,0,0,1,11,1.21,1.331,17.8125
0,0,1,0,0,0,0,1,4.5,0.2025,0.091125,11.75625
0,0,1,0,0,0,0,1,10,1,1,6.4125
0,0,0,1,0,0,0,1,15,2.25,3.375,14.82
1,0,1,0,0,0,0,1,13,1.69,2.197,8.47297297297298
0,0,1,0,0,0,0,1,7.5,0.5625,0.421875,5.34375
1,0,1,0,0,0,0,1,6.5,0.4225,0.274625,8.14285714285714
0,0,0,1,0,0,0,1,8,0.64,0.512,5.928
1,0,1,0,0,0,0,1,26.5,7.0225,18.609625,12.1125
0,0,0,1,0,0,0,1,11,1.21,1.331,9.2625
1,0,0,1,0,0,0,1,29,8.41,24.389,10.6875
0,0,0,1,0,0,0,1,23,5.29,12.167,10.6875
1,0,1,0,0,0,0,1,29,8.41,24.389,20.30625
0,0,0,1,0,0,0,1,10,1,1,19.4318181818182
0,1,0,0,0,0,0,1,24,5.76,13.824,12.46875
1,1,0,0,0,0,0,1,23,5.29,12.167,22.693125
0,0,1,0,0,0,0,1,5.5,0.3025,0.166375,11.115
1,0,0,1,0,0,0,1,35,12.25,42.875,7.125
0,0,1,0,0,0,0,1,7.5,0.5625,0.421875,6.48375
0,0,0,1,0,0,0,1,29,8.41,24.389,10.6875
1,1,0,0,0,0,0,1,6,0.36,0.216,17.8125
0,1,0,0,0,0,0,1,6,0.36,0.216,14.5738636363636
0,1,0,0,0,0,0,1,3,0.09,0.027,9.38125
1,0,1,0,0,0,0,1,12.5,1.5625,1.953125,8.55
0,0,0,1,0,0,0,1,10,1,1,5.29285714285714
0,0,0,1,0,0,0,1,16,2.56,4.096,7.81418181818182
0,1,0,0,0,0,0,1,5,0.25,0.125,11.4
1,0,0,1,0,0,0,1,6,0.36,0.216,11.4
0,0,0,1,0,0,0,1,9,0.81,0.729,9.975
0,0,0,1,0,0,0,1,20,4,8,10.6875
0,0,0,1,0,0,0,1,31,9.61,29.791,11.1409090909091
0,0,1,0,0,0,0,1,4.5,0.2025,0.091125,8.55
0,0,0,1,0,0,0,1,31,9.61,29.791,9.76125
1,0,0,1,0,0,0,1,29,8.41,24.389,6.4125
1,0,0,1,0,0,0,1,10,1,1,4.5
1,0,1,0,0,0,0,1,12.5,1.5625,1.953125,7.48125
0,0,0,1,1,0,0,0,18,3.24,5.832,8.16136363636364
0,0,1,0,1,0,0,0,16,2.56,4.096,12.46875
0,0,0,1,1,0,0,0,24,5.76,13.824,10.33125
0,1,0,0,1,0,0,0,2,0.04,0.008,7.8375
0,0,0,1,1,0,0,0,6,0.36,0.216,12.1125
1,0,0,1,1,0,0,0,10,1,1,15.2926829268293
0,0,0,1,1,0,0,0,35,12.25,42.875,1.603125
1,0,1,0,1,0,0,0,25,6.25,15.625,8.55
1,0,1,0,1,0,0,0,21,4.41,9.261,8.55
0,0,0,1,1,0,0,0,7,0.49,0.343,22.515
0,0,0,1,1,0,0,0,22,4.84,10.648,24.9375
0,0,0,1,1,0,0,0,24,5.76,13.824,9.2625
0,1,0,0,1,0,0,0,25,6.25,15.625,6.05625
1,1,0,0,1,0,0,0,7,0.49,0.343,15.496875
0,0,1,0,1,0,0,0,5.5,0.3025,0.166375,8.19375
0,1,0,0,1,0,0,0,15,2.25,3.375,19.5428571428571
0,1,0,0,1,0,0,0,3,0.09,0.027,17.8125
0,0,0,1,1,0,0,0,18,3.24,5.832,16.03125
1,1,0,0,1,0,0,0,2,0.04,0.008,10.1785714285714
0,0,0,1,1,0,0,0,6,0.36,0.216,8.14285714285714
0,0,0,1,1,0,0,0,12,1.44,1.728,15.2
1,0,1,0,1,0,0,0,6.5,0.4225,0.274625,13.8648648648649
0,0,1,0,1,0,0,0,4,0.16,0.064,10.6875
0,0,0,1,1,0,0,0,6,0.36,0.216,8.19375
0,0,0,1,1,0,0,0,6,0.36,0.216,23.86875
1,0,0,1,1,0,0,0,7,0.49,0.343,6.33333333333333
1,1,0,0,1,0,0,0,8,0.64,0.512,6.93243243243243
0,0,1,0,1,0,0,0,5.5,0.3025,0.166375,16.74375
0,0,0,1,1,0,0,0,17,2.89,4.913,15.31875
1,0,1,0,1,0,0,0,15,2.25,3.375,7.125
1,0,0,1,1,0,0,0,14,1.96,2.744,7.125
1,0,1,0,1,0,0,0,15,2.25,3.375,20.6625
0,0,0,1,1,0,0,0,11,1.21,1.331,17.1
1,0,1,0,1,0,0,0,8.5,0.7225,0.614125,7.41
1,0,1,0,1,0,0,0,11.5,1.3225,1.520875,16.3875
0,0,0,1,1,0,0,0,22,4.84,10.648,23.15625
1,0,0,1,1,0,0,0,12,1.44,1.728,12.46875
0,0,1,0,1,0,0,0,10,1,1,16.03125
0,0,1,0,1,0,0,0,11.5,1.3225,1.520875,19.45125
0,0,0,1,1,0,0,0,9,0.81,0.729,23.94
1,0,1,0,1,0,0,0,6.5,0.4225,0.274625,7.125
0,0,1,0,1,0,0,0,17.5,3.0625,5.359375,20.3571428571429
1,0,0,1,1,0,0,0,12,1.44,1.728,6.76875
1,0,1,0,1,0,0,0,13,1.69,2.197,12.46875
1,1,0,0,1,0,0,0,12,1.44,1.728,8.90625
1,1,0,0,1,0,0,0,15,2.25,3.375,12.46875
1,0,0,1,1,0,0,0,19,3.61,6.859,11.4
0,0,0,1,1,0,0,0,23,5.29,12.167,17.8125
0,0,0,1,1,0,0,0,12,1.44,1.728,18.525
1,0,1,0,1,0,0,0,16.5,2.7225,4.492125,18.7840909090909
0,0,0,1,1,0,0,0,9,0.81,0.729,7.73571428571428
0,1,0,0,1,0,0,0,4,0.16,0.064,9.5
1,0,0,1,1,0,0,0,9,0.81,0.729,10.6875
0,0,0,1,1,0,0,0,22,4.84,10.648,7.125
0,0,0,1,1,0,0,0,11,1.21,1.331,25.3333333333333
0,0,1,0,1,0,0,0,24.5,6.0025,14.706125,17.1
1,0,0,1,1,0,0,0,17,2.89,4.913,14.6571428571429
0,0,1,0,1,0,0,0,16.5,2.7225,4.492125,11.4
1,0,1,0,1,0,0,0,4.5,0.2025,0.091125,4.07142857142857
0,0,0,1,1,0,0,0,6,0.36,0.216,8.90625
0,0,0,1,1,0,0,0,8,0.64,0.512,10.6875
1,1,0,0,1,0,0,0,31,9.61,29.791,9.88
0,1,0,0,1,0,0,0,10,1,1,4.65865384615385
0,0,1,0,1,0,0,0,13.5,1.8225,2.460375,9.1884
0,0,0,1,1,0,0,0,8,0.64,0.512,9.61875
0,1,0,0,1,0,0,0,21,4.41,9.261,35.625
1,1,0,0,1,0,0,0,17,2.89,4.913,32.0625
0,0,1,0,1,0,0,0,30.5,9.3025,28.372625,22.5625
1,0,1,0,1,0,0,0,14.5,2.1025,3.048625,9.2625
1,0,1,0,1,0,0,0,11.5,1.3225,1.520875,5.57929411764706
0,0,0,1,1,0,0,0,12,1.44,1.728,7.41
1,0,1,0,1,0,0,0,25.5,6.5025,16.581375,11.4
1,0,0,1,1,0,0,0,18,3.24,5.832,7.125
0,0,1,0,1,0,0,0,25.5,6.5025,16.581375,10.33125
0,0,0,1,1,0,0,0,19,3.61,6.859,9.5
0,0,1,0,1,0,0,0,9,0.81,0.729,16.03125
0,0,0,1,1,0,0,0,16,2.56,4.096,16.74375
0,1,0,0,1,0,0,0,6,0.36,0.216,11.0833333333333
0,1,0,0,1,0,0,0,6,0.36,0.216,10.390625
1,1,0,0,1,0,0,0,3,0.09,0.027,10.6875
0,0,1,0,1,0,0,0,19,3.61,6.859,21.375
0,1,0,0,1,0,0,0,7,0.49,0.343,12.1125
1,1,0,0,1,0,0,0,14,1.96,2.744,19.6875
0,1,0,0,1,0,0,0,15,2.25,3.375,128.25
0,0,0,1,1,0,0,0,15,2.25,3.375,35.568
1,0,1,0,1,0,0,0,15,2.25,3.375,11.04375
1,0,1,0,1,0,0,0,7,0.49,0.343,6.234375
0,0,0,1,1,0,0,0,21,4.41,9.261,21.375
0,0,0,1,1,0,0,0,7,0.49,0.343,11.4
1,0,1,0,1,0,0,0,14.5,2.1025,3.048625,12.6666666666667
1,1,0,0,1,0,0,0,19,3.61,6.859,285
1,0,1,0,1,0,0,0,32.5,10.5625,34.328125,14.0074468085106
0,1,0,0,1,0,0,0,14,1.96,2.744,24.5538461538462
1,1,0,0,1,0,0,0,8,0.64,0.512,25.65
0,1,0,0,1,0,0,0,3,0.09,0.027,3.10909090909091
0,0,0,1,1,0,0,0,6,0.36,0.216,7.125
0,0,0,1,1,0,0,0,21,4.41,9.261,44.3333333333333
1,0,0,1,1,0,0,0,26,6.76,17.576,13.9333333333333
0,0,0,1,1,0,0,0,27,7.29,19.683,12.1125
1,1,0,0,1,0,0,0,20,4,8,19.8505813953488
0,0,0,1,1,0,0,0,24,5.76,13.824,24.9375
0,1,0,0,1,0,0,0,27,7.29,19.683,11.6590909090909
1,0,1,0,1,0,0,0,16,2.56,4.096,17.8125
1,1,0,0,1,0,0,0,8,0.64,0.512,14.25
1,0,0,1,1,0,0,0,10,1,1,18.346875
1,0,0,1,1,0,0,0,12,1.44,1.728,10.6875
0,1,0,0,1,0,0,0,18,3.24,5.832,19.59375
0,0,1,0,1,0,0,0,20,4,8,19.95
0,0,0,1,1,0,0,0,8,0.64,0.512,10.6875
1,0,0,1,1,0,0,0,21,4.41,9.261,6.01666666666667
1,0,1,0,1,0,0,0,4.5,0.2025,0.091125,11.75625
0,1,0,0,1,0,0,0,2,0.04,0.008,15.2678571428571
1,0,1,0,1,0,0,0,22,4.84,10.648,14.25
0,0,0,1,1,0,0,0,18,3.24,5.832,14.9625
1,0,1,0,1,0,0,0,6,0.36,0.216,20.6625
1,0,0,1,1,0,0,0,19,3.61,6.859,7.91666666666667
1,0,1,0,1,0,0,0,7,0.49,0.343,8.94767441860465
0,1,0,0,1,0,0,0,5,0.25,0.125,10.6875
1,1,0,0,1,0,0,0,2,0.04,0.008,10.2916666666667
0,1,0,0,1,0,0,0,7,0.49,0.343,11.4
0,0,0,1,1,0,0,0,8,0.64,0.512,17.1
0,0,0,1,1,0,0,0,15,2.25,3.375,11.04375
0,0,0,1,1,0,0,0,8,0.64,0.512,11.0430375
1,0,0,1,1,0,0,0,8,0.64,0.512,11.02629375
1,1,0,0,1,0,0,0,9,0.81,0.729,7.87205625
0,0,0,1,1,0,0,0,19,3.61,6.859,8.14285714285714
1,0,1,0,1,0,0,0,13.5,1.8225,2.460375,6.27
1,0,0,1,1,0,0,0,12,1.44,1.728,32.0625
0,0,0,1,1,0,0,0,21,4.41,9.261,13.18125
0,0,0,1,1,0,0,0,11,1.21,1.331,12.46875
0,1,0,0,1,0,0,0,20,4,8,7.125
1,0,1,0,1,0,0,0,7,0.49,0.343,7.8375
1,0,1,0,1,0,0,0,9,0.81,0.729,10.153125
0,0,1,0,1,0,0,0,9.5,0.9025,0.857375,23.15625
1,0,1,0,1,0,0,0,14,1.96,2.744,8.90625
0,0,1,0,1,0,0,0,23.5,5.5225,12.977875,12.825
0,0,1,0,1,0,0,0,33.5,11.2225,37.595375,18.525
0,0,0,1,1,0,0,0,30,9,27,17.1007125
0,1,0,0,1,0,0,0,4,0.16,0.064,26.71875
0,0,0,1,1,0,0,0,9,0.81,0.729,10.45
0,0,0,1,1,0,0,0,7,0.49,0.343,8.90625
1,0,1,0,1,0,0,0,27.5,7.5625,20.796875,21.375
0,1,0,0,1,0,0,0,20,4,8,7.48125
1,0,0,1,1,0,0,0,22,4.84,10.648,17.8125
1,0,1,0,1,0,0,0,5,0.25,0.125,13.5375
1,1,0,0,1,0,0,0,2,0.04,0.008,21.73125
1,1,0,0,1,0,0,0,6,0.36,0.216,19.5428571428571
1,0,0,1,1,0,0,0,8,0.64,0.512,7.41
0,0,1,0,1,0,0,0,27.5,7.5625,20.796875,11.04375
0,0,0,1,1,0,0,0,35,12.25,42.875,9.025
0,0,0,1,1,0,0,0,11,1.21,1.331,11.04375
0,0,1,0,1,0,0,0,22.5,5.0625,11.390625,12.46875
1,0,1,0,1,0,0,0,15.5,2.4025,3.723875,18.3214285714286
0,0,1,0,1,0,0,0,5.5,0.3025,0.166375,6.220125
0,1,0,0,1,0,0,0,3,0.09,0.027,12.46875
0,0,0,1,1,0,0,0,15,2.25,3.375,10.68714375
0,0,1,0,1,0,0,0,6,0.36,0.216,4.5125
1,0,0,1,1,0,0,0,32,10.24,32.768,24.9375
1,0,1,0,1,0,0,0,28.5,8.1225,23.149125,16.4553571428571
0,0,0,1,1,0,0,0,15,2.25,3.375,21.375
0,1,0,0,1,0,0,0,4,0.16,0.064,17.8125
1,0,1,0,1,0,0,0,17.5,3.0625,5.359375,17.8125
0,0,1,0,1,0,0,0,9.5,0.9025,0.857375,46.8666666666667
0,0,0,1,1,0,0,0,35,12.25,42.875,12.1125
1,0,1,0,1,0,0,0,12,1.44,1.728,20.6625
0,0,0,1,1,0,0,0,11,1.21,1.331,7.125
0,0,0,1,1,0,0,0,8,0.64,0.512,9.2625
0,0,0,1,1,0,0,0,10,1,1,7.8375
0,1,0,0,1,0,0,0,22,4.84,10.648,27.075
0,0,0,1,1,0,0,0,11,1.21,1.331,7.125
1,1,0,0,1,0,0,0,17,2.89,4.913,23.75
1,1,0,0,1,0,0,0,18,3.24,5.832,9.2625
1,1,0,0,1,0,0,0,21,4.41,9.261,14.25
1,0,0,1,1,0,0,0,30,9,27,17.1
0,0,1,0,1,0,0,0,8,0.64,0.512,22.5625
0,0,1,0,1,0,0,0,7.5,0.5625,0.421875,7.53214285714286
1,0,1,0,1,0,0,0,6,0.36,0.216,15.561
0,1,0,0,1,0,0,0,2,0.04,0.008,9.579705
1,0,0,1,1,0,0,0,18,3.24,5.832,6.76875
1,0,1,0,1,0,0,0,8.5,0.7225,0.614125,9.975
1,0,1,0,1,0,0,0,27,7.29,19.683,9.52185
0,0,0,1,1,0,0,0,7,0.49,0.343,12.6666666666667
1,0,0,1,1,0,0,0,12,1.44,1.728,8.55
0,0,0,1,1,0,0,0,35,12.25,42.875,16.3875
0,0,1,0,1,0,0,0,8,0.64,0.512,17.45625
0,0,1,0,1,0,0,0,13.5,1.8225,2.460375,12.375
0,0,0,1,1,0,0,0,18,3.24,5.832,12.46875
0,0,0,1,1,0,0,0,22,4.84,10.648,9.5
0,1,0,0,1,0,0,0,4,0.16,0.064,13.4583333333333
0,0,0,1,1,0,0,0,6,0.36,0.216,9.61875
0,0,0,1,1,0,0,0,13,1.69,2.197,13.0936125
0,0,0,1,1,0,0,0,6,0.36,0.216,9.975
0,1,0,0,1,0,0,0,7,0.49,0.343,39.9
0,0,1,0,1,0,0,0,19,3.61,6.859,7.125
0,0,0,1,1,0,0,0,20,4,8,8.90625
0,1,0,0,1,0,0,0,10,1,1,25.3333333333333
0,1,0,0,1,0,0,0,4,0.16,0.064,30.28125
1,0,0,1,1,0,0,0,27,7.29,19.683,20.30625
0,1,0,0,1,0,0,0,17,2.89,4.913,19.95
1,0,1,0,1,0,0,0,4.5,0.2025,0.091125,6.10714285714286
1,0,1,0,1,0,0,0,6.5,0.4225,0.274625,14.25
0,1,0,0,1,0,0,0,11,1.21,1.331,10.83
1,0,0,1,1,0,0,0,6,0.36,0.216,7.125
1,1,0,0,1,0,0,0,6,0.36,0.216,10.6875
1,1,0,0,1,0,0,0,26,6.76,17.576,14.25
1,1,0,0,1,0,0,0,2,0.04,0.008,15.3732166666667
1,1,0,0,1,0,0,0,6,0.36,0.216,20.6625
1,1,0,0,1,0,0,0,26,6.76,17.576,14.25
1,1,0,0,1,0,0,0,30,9,27,25.65
0,0,1,0,1,0,0,0,30.5,9.3025,28.372625,28.5
1,0,0,1,1,0,0,0,17,2.89,4.913,12.825
0,1,0,0,1,0,0,0,6,0.36,0.216,18.525
1,1,0,0,1,0,0,0,6,0.36,0.216,17.385
1,0,0,1,1,0,0,0,16,2.56,4.096,8.14285714285714
0,0,0,1,1,0,0,0,8,0.64,0.512,12.46875
1,1,0,0,1,0,0,0,2,0.04,0.008,15.675
1,1,0,0,1,0,0,0,4,0.16,0.064,17.8125
1,1,0,0,1,0,0,0,16,2.56,4.096,249.375
0,1,0,0,1,0,0,0,17,2.89,4.913,26.71875
1,0,1,0,1,0,0,0,26,6.76,17.576,19.95
0,0,0,1,1,0,0,0,7,0.49,0.343,5.9375
1,0,1,0,1,0,0,0,33,10.89,35.937,11.4
0,0,1,0,1,0,0,0,15.5,2.4025,3.723875,21.0357142857143
0,1,0,0,1,0,0,0,5,0.25,0.125,7.5
1,0,0,1,1,0,0,0,25,6.25,15.625,9.975
1,1,0,0,1,0,0,0,17,2.89,4.913,26.71875
1,1,0,0,1,0,0,0,2,0.04,0.008,12.825
0,1,0,0,1,0,0,0,2,0.04,0.008,32.0625
0,1,0,0,1,0,0,0,27,7.29,19.683,35.625
1,0,0,1,1,0,0,0,21,4.41,9.261,20.30625
0,1,0,0,1,0,0,0,2,0.04,0.008,9.2625
1,0,1,0,1,0,0,0,7,0.49,0.343,14.25
0,1,0,0,1,0,0,0,6,0.36,0.216,22.0875
1,1,0,0,1,0,0,0,3,0.09,0.027,15.675
0,1,0,0,1,0,0,0,3,0.09,0.027,14.25
0,1,0,0,1,0,0,0,9,0.81,0.729,8.90625
1,0,0,1,1,0,0,0,7,0.49,0.343,8.90625
0,0,1,0,1,0,0,0,18.5,3.4225,6.331625,10.6875
0,0,1,0,1,0,0,0,5.5,0.3025,0.166375,20.5833333333333
0,0,0,1,1,0,0,0,23,5.29,12.167,11.4
0,1,0,0,1,0,0,0,7,0.49,0.343,21.375
0,0,1,0,1,0,0,0,6.5,0.4225,0.274625,7.125
1,0,0,1,1,0,0,0,11,1.21,1.331,6.4125
0,0,1,0,1,0,0,0,9,0.81,0.729,26.71875
0,0,1,0,1,0,0,0,8.5,0.7225,0.614125,13.359375
1,1,0,0,1,0,0,0,10,1,1,9.61875
1,0,0,1,1,0,0,0,27,7.29,19.683,20.6625
0,1,0,0,1,0,0,0,5,0.25,0.125,18.703125
0,1,0,0,1,0,0,0,29,8.41,24.389,8.265
0,1,0,0,1,0,0,0,2,0.04,0.008,22.4074125
1,1,0,0,1,0,0,0,2,0.04,0.008,5.584005
1,0,0,1,1,0,0,0,15,2.25,3.375,3.8
0,0,1,0,1,0,0,0,12,1.44,1.728,4.275
0,1,0,0,1,0,0,0,11,1.21,1.331,10.6875
0,1,0,0,1,0,0,0,5,0.25,0.125,17.8125
1,0,1,0,1,0,0,0,23.5,5.5225,12.977875,9.975
1,0,1,0,1,0,0,0,7.5,0.5625,0.421875,12.46875
1,0,1,0,1,0,0,0,10.5,1.1025,1.157625,5.13
1,1,0,0,1,0,0,0,10,1,1,17.8125
1,0,0,1,1,0,0,0,24,5.76,13.824,9.975
1,0,1,0,1,0,0,0,5.5,0.3025,0.166375,5.34375
1,0,1,0,1,0,0,0,4.5,0.2025,0.091125,7.48125
0,0,1,0,1,0,0,0,4.5,0.2025,0.091125,7.8375
0,0,1,0,1,0,0,0,26,6.76,17.576,17.4166666666667
1,0,1,0,1,0,0,0,9.5,0.9025,0.857375,11.04375
0,0,0,1,1,0,0,0,31,9.61,29.791,18.3214285714286
1,1,0,0,1,0,0,0,6,0.36,0.216,17.8132125
1,1,0,0,1,0,0,0,6,0.36,0.216,9.975
1,0,1,0,1,0,0,0,18,3.24,5.832,14.25
0,0,1,0,1,0,0,0,6.5,0.4225,0.274625,11.04375
0,1,0,0,1,0,0,0,14,1.96,2.744,35.625
0,1,0,0,1,0,0,0,7,0.49,0.343,10.6875
1,1,0,0,1,0,0,0,19,3.61,6.859,12.46875
0,1,0,0,1,0,0,0,18,3.24,5.832,10.9360465116279
0,1,0,0,1,0,0,0,3,0.09,0.027,28.5
1,0,0,1,1,0,0,0,9,0.81,0.729,5.29285714285714
0,0,0,1,1,0,0,0,24,5.76,13.824,8.625
1,0,1,0,1,0,0,0,12,1.44,1.728,19.95
0,0,0,1,1,0,0,0,30,9,27,42.75
0,0,1,0,1,0,0,0,6,0.36,0.216,17.8125
0,0,0,1,1,0,0,0,7,0.49,0.343,9.06818181818182
1,0,1,0,1,0,0,0,7.5,0.5625,0.421875,9.86538461538462
0,0,0,1,1,0,0,0,19,3.61,6.859,12.46875
0,0,0,1,1,0,0,0,15,2.25,3.375,16.03125
0,0,0,1,1,0,0,0,22,4.84,10.648,13.18125
0,0,0,1,1,0,0,0,17,2.89,4.913,14.25
1,0,0,1,1,0,0,0,28,7.84,21.952,10.6875
1,1,0,0,1,0,0,0,12,1.44,1.728,16.03125
0,0,0,1,1,0,0,0,10,1,1,25.7712765957447
0,0,0,1,1,0,0,0,16,2.56,4.096,10.1961206896552
0,1,0,0,1,0,0,0,3,0.09,0.027,16.03125
1,0,0,1,1,0,0,0,19,3.61,6.859,19.2375
1,1,0,0,1,0,0,0,26,6.76,17.576,19.2375
0,1,0,0,1,0,0,0,6,0.36,0.216,8.55
1,1,0,0,1,0,0,0,3,0.09,0.027,10.6875
0,1,0,0,1,0,0,0,6,0.36,0.216,8.55
0,0,1,0,1,0,0,0,8.5,0.7225,0.614125,4.275
0,0,0,1,1,0,0,0,10,1,1,21.66
1,0,0,1,1,0,0,0,8,0.64,0.512,11.25
0,0,0,1,1,0,0,0,6,0.36,0.216,6.76875
1,0,1,0,1,0,0,0,4.5,0.2025,0.091125,9.62837837837838
1,0,0,1,1,0,0,0,7,0.49,0.343,5.34375
1,0,1,0,1,0,0,0,22.5,5.0625,11.390625,11.4
0,0,0,1,1,0,0,0,19,3.61,6.859,5.90357142857143
0,0,0,1,1,0,0,0,13,1.69,2.197,13.89375
1,1,0,0,1,0,0,0,10,1,1,6.555
0,0,0,1,1,0,0,0,6,0.36,0.216,10.83
0,0,0,1,1,0,0,0,33,10.89,35.937,11.47125
1,0,1,0,1,0,0,0,10.5,1.1025,1.157625,14.60625
0,1,0,0,1,0,0,0,2,0.04,0.008,13.18125
1,0,1,0,1,0,0,0,6,0.36,0.216,8.05434782608696
0,0,0,1,1,0,0,0,7,0.49,0.343,5.34375
0,0,1,0,1,0,0,0,5.5,0.3025,0.166375,6.71394230769231
1,0,0,1,1,0,0,0,22,4.84,10.648,14.25
0,0,0,1,1,0,0,0,27,7.29,19.683,11.04375
0,0,1,0,1,0,0,0,6.5,0.4225,0.274625,12.46875
1,1,0,0,1,0,0,0,3,0.09,0.027,6.375
0,0,0,1,1,0,0,0,17,2.89,4.913,12.255
0,0,1,0,1,0,0,0,7,0.49,0.343,8.55
0,0,1,0,1,0,0,0,11.5,1.3225,1.520875,11.4
0,0,1,0,1,0,0,0,5.5,0.3025,0.166375,17.8125
1,0,1,0,1,0,0,0,18,3.24,5.832,8.14285714285714
1,0,0,1,1,0,0,0,33,10.89,35.937,12.825
1,0,0,1,1,0,0,0,21,4.41,9.261,8.90625
1,0,0,1,1,0,0,0,8,0.64,0.512,4.11666666666667
0,0,0,1,1,0,0,0,24,5.76,13.824,14.5044642857143
0,0,0,1,1,0,0,0,8,0.64,0.512,6.76875
1,0,1,0,1,0,0,0,32.5,10.5625,34.328125,15.675
1,1,0,0,1,0,0,0,29,8.41,24.389,21.375
0,0,1,0,1,0,0,0,7,0.49,0.343,13.4583333333333
0,0,1,0,1,0,0,0,18.5,3.4225,6.331625,13.18125
1,0,1,0,1,0,0,0,14.5,2.1025,3.048625,14.9625
1,1,0,0,1,0,0,0,9,0.81,0.729,16.03125
0,0,1,0,1,0,0,0,8.5,0.7225,0.614125,11.04375
0,0,0,1,1,0,0,0,18,3.24,5.832,19.59375
